user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
IndB_bin_033	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	GCA_000432915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	98.8	0.88	GCA_000432915.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__CAG-194 sp000432915	98.8	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-194;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002441865.1, s__CAG-194 sp002441865, 95.0, 90.49, 0.8	88.94	11	N/A	N/A
IndB_bin_034	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_902767135.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__RUG11237;s__RUG11237 sp902767135	76.52	0.05	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	70.02	11	0.8491677988033205	N/A
IndB_bin_035	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCF_000153885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.67	0.84	GCA_900552275.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp900552275	98.5	0.62	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_900764695.1, s__Eubacterium_G sp900764695, 95.0, 92.68, 0.53; GCF_003479405.1, s__Eubacterium_G sp000432355, 95.0, 82.96, 0.34; GCA_900548465.1, s__Eubacterium_G sp900548465, 95.0, 81.74, 0.35; GCF_003460505.1, s__Eubacterium_G sp000435815, 95.0, 80.78, 0.4; GCF_003479125.1, s__Eubacterium_G sp000434315, 95.0, 80.36, 0.31; GCA_900556905.1, s__Eubacterium_G sp900556905, 95.0, 80.02, 0.26; GCA_900550135.1, s__Eubacterium_G sp900550135, 95.0, 79.97, 0.39; GCA_902766735.1, s__Eubacterium_G sp902766735, 95.0, 77.9, 0.19; GCA_902774125.1, s__Eubacterium_G sp902774125, 95.0, 77.85, 0.13; GCA_002369135.1, s__Eubacterium_G sp002369135, 95.0, 77.47, 0.15; GCA_902783775.1, s__Eubacterium_G sp902783775, 95.0, 77.45, 0.18; GCA_902793045.1, s__Eubacterium_G sp902793045, 95.0, 77.43, 0.15	89.66	11	N/A	N/A
IndB_bin_036	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp900770535	GCF_900770535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp900770535	98.64	0.88	GCF_900770535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502 sp900770535	98.64	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003478505.1, s__UBA9502 sp003478505, 95.0, 89.34, 0.77; GCF_003480315.1, s__UBA9502 sp003480315, 95.0, 87.29, 0.74; GCF_003481985.1, s__UBA9502 sp003506385, 95.0, 84.94, 0.74; GCF_003481825.1, s__UBA9502 sp003481825, 95.0, 84.42, 0.72; GCA_900538475.1, s__UBA9502 sp900538475, 95.0, 78.6, 0.23; GCA_900540335.1, s__UBA9502 sp900540335, 95.0, 78.52, 0.22; GCA_900555625.1, s__UBA9502 sp900555625, 95.0, 78.17, 0.25; GCA_004554205.1, s__UBA9502 sp004554205, 95.0, 78.07, 0.26; GCF_009911065.1, s__UBA9502 sp009911065, 95.0, 77.09, 0.12; GCF_003669055.1, s__UBA9502 sp003669055, 95.0, 77.03, 0.17; GCF_003611875.1, s__UBA9502 sp003611875, 95.0, 76.89, 0.14	90.93	11	N/A	N/A
IndB_bin_037	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	GCF_900552525.1	95.0	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	98.45	0.89	GCF_900552525.1	95.0	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__CAG-196 sp002102975	98.45	0.89	d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__CAG-196;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900549855.1, s__CAG-196 sp900549855, 95.0, 78.82, 0.44; GCA_900553895.1, s__CAG-196 sp900553895, 95.0, 78.35, 0.36; GCA_900321205.1, s__CAG-196 sp900321205, 95.0, 78.16, 0.28; GCA_902763805.1, s__CAG-196 sp902763805, 95.0, 77.89, 0.25; GCA_902797965.1, s__CAG-196 sp902797965, 95.0, 77.76, 0.27; GCA_902777605.1, s__CAG-196 sp902777605, 95.0, 77.74, 0.28; GCA_902780525.1, s__CAG-196 sp902780525, 95.0, 77.7, 0.26; GCA_902779645.1, s__CAG-196 sp902779645, 95.0, 77.69, 0.27; GCA_902760905.1, s__CAG-196 sp902760905, 95.0, 77.59, 0.24; GCA_902775025.1, s__CAG-196 sp902775025, 95.0, 77.48, 0.24; GCA_902788575.1, s__CAG-196 sp902788575, 95.0, 77.46, 0.3; GCA_902798645.1, s__CAG-196 sp902798645, 95.0, 77.4, 0.25; GCA_902782905.1, s__CAG-196 sp902782905, 95.0, 77.1, 0.23; GCA_002309875.1, s__CAG-196 sp002309875, 95.0, 76.97, 0.25; GCA_902797575.1, s__CAG-196 sp902797575, 95.0, 76.77, 0.21; GCA_902802935.1, s__CAG-196 sp902802935, 95.0, 76.76, 0.28; GCA_902803165.1, s__CAG-196 sp902803165, 95.0, 76.75, 0.23; GCA_902796585.1, s__CAG-196 sp902796585, 95.0, 76.46, 0.26	95.26	11	N/A	N/A
IndB_bin_038	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	GCF_000154065.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	98.56	0.91	GCF_000154065.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A longicatena	98.56	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_001404875.1, s__Dorea_A longicatena_B, 95.0, 90.28, 0.81; GCA_900550865.1, s__Dorea_A sp900550865, 95.0, 89.48, 0.73	56.34	11	N/A	N/A
IndB_bin_039	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__UMGS1901 sp900553755	GCA_900553755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__UMGS1901 sp900553755	96.21	0.72	GCA_900553755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__UMGS1901 sp900553755	96.21	0.72	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__UMGS1901;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900556135.1, s__UMGS1901 sp900556135, 95.0, 79.05, 0.46	64.64	11	N/A	N/A
IndB_bin_040	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	GCF_000154325.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	97.17	0.92	GCF_000154325.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	97.17	0.92	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539195.1, s__Ruminiclostridium_E sp900539195, 95.0, 92.1, 0.81; GCA_003512525.1, s__Ruminiclostridium_E sp003512525, 95.0, 87.54, 0.77; GCA_002437415.1, s__Ruminiclostridium_E sp002437415, 95.0, 84.85, 0.78; GCA_900556525.1, s__Ruminiclostridium_E sp900556525, 95.0, 78.96, 0.09; GCF_900768735.1, s__Ruminiclostridium_E sp900768735, 95.0, 78.33, 0.3; GCF_900768675.1, s__Ruminiclostridium_E sp900768675, 95.0, 77.78, 0.12; GCA_902780695.1, s__Ruminiclostridium_E sp902780695, 95.0, 77.28, 0.1; GCA_002363155.1, s__Ruminiclostridium_E sp002363155, 95.0, 76.79, 0.07; GCA_009781425.1, s__Ruminiclostridium_E sp009781425, 95.0, 75.92, 0.02; GCA_009786985.1, s__Ruminiclostridium_E sp009786985, 95.0, 75.81, 0.0; GCA_003508605.1, s__Ruminiclostridium_E sp003508605, 95.0, 75.8, 0.04; GCA_009777445.1, s__Ruminiclostridium_E sp009777445, 95.0, 75.75, 0.02; GCA_009783205.1, s__Ruminiclostridium_E sp009783205, 95.0, 75.71, 0.01; GCA_009776305.1, s__Ruminiclostridium_E sp009776305, 95.0, 75.54, 0.02; GCA_009784765.1, s__Ruminiclostridium_E sp009784765, 95.0, 75.45, 0.01; GCA_009777415.1, s__Ruminiclostridium_E sp009777415, 95.0, 75.38, 0.02; GCA_009778605.1, s__Ruminiclostridium_E sp009778605, 95.0, 75.3, 0.01; GCA_009782265.1, s__Ruminiclostridium_E sp009782265, 95.0, 75.18, 0.01; GCA_009777835.1, s__Ruminiclostridium_E sp009777835, 95.0, 75.12, 0.01; GCA_009784825.1, s__Ruminiclostridium_E sp009784825, 95.0, 75.06, 0.01; GCA_009778065.1, s__Ruminiclostridium_E sp009778065, 95.0, 74.85, 0.01; GCA_009783695.1, s__Ruminiclostridium_E sp009783695, 95.0, 74.84, 0.02; GCA_009777155.1, s__Ruminiclostridium_E sp009777155, 95.0, 74.48, 0.01	88.72	11	N/A	N/A
IndB_bin_041	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	GCA_000435175.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	96.41	0.74	GCA_000435175.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	96.41	0.74	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900761475.1, s__CAG-245 sp900761475, 95.0, 92.8, 0.65; GCA_900552135.1, s__CAG-245 sp900552135, 95.0, 81.91, 0.51; GCA_000434195.1, s__CAG-245 sp000434195, 95.0, 78.97, 0.5; GCF_900758165.1, s__CAG-245 sp900758165, 95.0, 78.95, 0.43	47.39	11	N/A	Genome has more than 44.2% of markers with multiple hits
IndB_bin_042	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp003480725	GCF_003480725.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp003480725	98.02	0.89	GCF_003480725.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182 sp003480725	98.02	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003481535.1, s__UBA7182 sp003481535, 95.0, 80.26, 0.51; GCF_002160135.1, s__UBA7182 sp002160135, 95.0, 77.79, 0.24; GCA_009774135.1, s__UBA7182 sp009774135, 95.0, 77.51, 0.17; GCA_009774155.1, s__UBA7182 sp009774155, 95.0, 77.39, 0.23; GCA_009774145.1, s__UBA7182 sp009774145, 95.0, 77.27, 0.27; GCA_001941045.1, s__UBA7182 sp001941045, 95.0, 77.0, 0.13; GCA_002491115.1, s__UBA7182 sp002491115, 95.0, 76.81, 0.2	77.19	11	N/A	N/A
IndB_bin_043	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	GCA_000432375.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	97.94	0.83	GCA_000432375.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	97.94	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900317855.1, s__CAG-103 sp900317855, 95.0, 94.25, 0.87; GCA_900757655.1, s__CAG-103 sp900757655, 95.0, 93.57, 0.83; GCA_900543625.1, s__CAG-103 sp900543625, 95.0, 90.86, 0.88; GCA_004556965.1, s__CAG-103 sp004556965, 95.0, 81.33, 0.57; GCA_900316745.1, s__CAG-103 sp900316745, 95.0, 80.03, 0.42; GCA_900317905.1, s__CAG-103 sp900317905, 95.0, 78.46, 0.32	77.29	11	N/A	N/A
IndB_bin_044	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	GCA_003525075.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	98.95	0.91	GCA_003525075.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp003525075	98.95	0.91	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 93.97, 0.81; GCA_900555615.1, s__CAG-269 sp900555615, 95.0, 81.33, 0.49; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 81.21, 0.53; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 80.33, 0.43; GCA_900552555.1, s__CAG-269 sp900552555, 95.0, 79.67, 0.38; GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 79.65, 0.42; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 79.59, 0.43; GCF_900753165.1, s__CAG-269 sp900753165, 95.0, 79.58, 0.4; GCA_900551615.1, s__CAG-269 sp900551615, 95.0, 79.34, 0.41; GCF_900760175.1, s__CAG-269 sp900760175, 95.0, 79.18, 0.41; GCA_900554565.1, s__CAG-269 sp900554565, 95.0, 79.15, 0.42; GCA_900556695.1, s__CAG-269 sp900556695, 95.0, 79.13, 0.38; GCF_900754285.1, s__CAG-269 sp900754285, 95.0, 79.06, 0.34; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 78.93, 0.4; GCA_900557115.1, s__CAG-269 sp900557115, 95.0, 78.87, 0.43; GCA_900553985.1, s__CAG-269 sp900553985, 95.0, 78.8, 0.38; GCA_900554365.1, s__CAG-269 sp900554365, 95.0, 78.76, 0.39; GCA_000431335.1, s__CAG-269 sp000431335, 95.0, 78.75, 0.4; GCA_902760765.1, s__CAG-269 sp902760765, 95.0, 78.73, 0.4; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 78.6, 0.4; GCF_900762425.1, s__CAG-269 sp900762425, 95.0, 78.49, 0.37; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 78.3, 0.36; GCA_900553125.1, s__CAG-269 sp900553125, 95.0, 78.23, 0.37; GCA_900556345.1, s__CAG-269 sp900556345, 95.0, 78.2, 0.41; GCA_900556945.1, s__CAG-269 sp900556945, 95.0, 78.14, 0.35; GCA_900554175.1, s__CAG-269 sp900554175, 95.0, 78.1, 0.3; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.83, 0.34; GCA_900556865.1, s__CAG-269 sp900556865, 95.0, 77.45, 0.38; GCA_003518755.1, s__CAG-269 sp003518755, 95.0, 77.08, 0.26; GCA_902787685.1, s__CAG-269 sp902787685, 95.0, 77.01, 0.33	86.72	11	N/A	N/A
IndB_bin_045	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	GCF_003324125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.6	0.88	GCF_003324125.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger qucibialis	98.6	0.88	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900539695.1, s__Gemmiger sp900539695, 95.0, 80.55, 0.44; GCA_004561545.1, s__Gemmiger sp004561545, 95.0, 80.51, 0.53; GCA_900554145.1, s__Gemmiger sp900554145, 95.0, 80.39, 0.46; GCA_004554775.1, s__Gemmiger variabilis_B, 95.0, 80.25, 0.5; GCA_900772715.1, s__Gemmiger sp900772715, 95.0, 80.03, 0.41; GCA_900540595.1, s__Gemmiger sp900540595, 95.0, 80.03, 0.41; GCF_900167555.1, s__Gemmiger formicilis, 95.0, 80.01, 0.44; GCA_900540775.1, s__Gemmiger sp900540775, 95.0, 79.9, 0.41; GCA_900556255.1, s__Gemmiger sp900556255, 95.0, 79.88, 0.45; GCA_004552305.1, s__Gemmiger variabilis_A, 95.0, 79.85, 0.46; GCA_900545545.1, s__Gemmiger sp900545545, 95.0, 79.64, 0.42; GCA_003343905.1, s__Gemmiger variabilis_C, 95.0, 79.22, 0.41; GCA_002306375.1, s__Gemmiger sp002306375, 95.0, 79.12, 0.38; GCF_000157955.1, s__Gemmiger variabilis, 95.0, 79.06, 0.38; GCA_900548355.1, s__Gemmiger sp900548355, 95.0, 78.29, 0.36; GCA_004555405.1, s__Gemmiger sp004555405, 95.0, 78.19, 0.26	93.03	11	N/A	N/A
IndB_bin_046	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916005	GCA_001916005.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916005	97.97	0.81	GCA_001916005.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916005	97.97	0.81	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900551615.1, s__CAG-269 sp900551615, 95.0, 82.75, 0.61; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 82.44, 0.62; GCA_900552555.1, s__CAG-269 sp900552555, 95.0, 82.39, 0.6; GCF_900753165.1, s__CAG-269 sp900753165, 95.0, 82.23, 0.52; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 82.07, 0.56; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 81.38, 0.56; GCA_900555615.1, s__CAG-269 sp900555615, 95.0, 80.45, 0.42; GCA_900556695.1, s__CAG-269 sp900556695, 95.0, 80.36, 0.4; GCA_900554565.1, s__CAG-269 sp900554565, 95.0, 80.19, 0.48; GCA_902760765.1, s__CAG-269 sp902760765, 95.0, 80.12, 0.47; GCA_900553985.1, s__CAG-269 sp900553985, 95.0, 80.09, 0.51; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 79.85, 0.48; GCF_900760175.1, s__CAG-269 sp900760175, 95.0, 79.72, 0.33; GCA_000431335.1, s__CAG-269 sp000431335, 95.0, 79.62, 0.49; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 79.44, 0.46; GCF_900754285.1, s__CAG-269 sp900754285, 95.0, 79.43, 0.45; GCA_900557115.1, s__CAG-269 sp900557115, 95.0, 79.29, 0.4; GCF_900762425.1, s__CAG-269 sp900762425, 95.0, 79.28, 0.46; GCA_900554365.1, s__CAG-269 sp900554365, 95.0, 79.25, 0.43; GCA_001916035.1, s__CAG-269 sp001916035, 95.0, 79.21, 0.47; GCA_900556945.1, s__CAG-269 sp900556945, 95.0, 79.15, 0.36; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 79.09, 0.38; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 78.97, 0.44; GCA_900553125.1, s__CAG-269 sp900553125, 95.0, 78.74, 0.36; GCA_900556345.1, s__CAG-269 sp900556345, 95.0, 78.23, 0.31; GCA_003518755.1, s__CAG-269 sp003518755, 95.0, 77.93, 0.23; GCA_900554175.1, s__CAG-269 sp900554175, 95.0, 77.89, 0.34; GCA_902787685.1, s__CAG-269 sp902787685, 95.0, 77.82, 0.3; GCA_900556865.1, s__CAG-269 sp900556865, 95.0, 77.8, 0.29; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.68, 0.3	60.95	11	N/A	N/A
