user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
IndE_bin_013	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	GCF_000153925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	99.67	0.96	GCF_000153925.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter torques	99.67	0.96	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900752395.1, s__Mediterraneibacter sp900752395, 95.0, 84.91, 0.87; GCF_001487105.1, s__Mediterraneibacter massiliensis, 95.0, 78.57, 0.2; GCF_000155205.1, s__Mediterraneibacter lactaris, 95.0, 78.41, 0.22; GCF_002159505.1, s__Mediterraneibacter sp002159505, 95.0, 78.37, 0.27; GCF_002161355.1, s__Mediterraneibacter sp002161355, 95.0, 78.35, 0.23; GCF_002160525.1, s__Mediterraneibacter sp002160525, 95.0, 78.25, 0.22; GCF_900120155.1, s__Mediterraneibacter sp900120155, 95.0, 78.22, 0.23; GCA_900555215.1, s__Mediterraneibacter sp900555215, 95.0, 78.19, 0.25; GCF_900751785.1, s__Mediterraneibacter sp900751785, 95.0, 78.04, 0.19; GCF_001312505.1, s__Mediterraneibacter faecis, 95.0, 77.95, 0.22; GCF_014287475.1, s__Mediterraneibacter sp014287475, 95.0, 77.79, 0.2; GCA_002314255.1, s__Mediterraneibacter sp002314255, 95.0, 77.77, 0.18; GCF_900761655.1, s__Mediterraneibacter sp900761655, 95.0, 77.61, 0.18; GCA_900541505.1, s__Mediterraneibacter sp900541505, 95.0, 77.6, 0.14; GCA_900553885.1, s__Mediterraneibacter sp900553885, 95.0, 77.44, 0.2	94.66	11	N/A	N/A
IndE_bin_014	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	GCF_003460745.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	97.81	0.84	GCF_003460745.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	97.81	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_010206265.1, s__CAG-41 sp010206265, 95.0, 78.31, 0.3; GCA_001941225.1, s__CAG-41 sp001941225, 95.0, 78.23, 0.36	94.02	11	N/A	N/A
IndE_bin_015	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2016;s__	N/A	N/A	N/A	N/A	N/A	GCA_900557185.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__UMGS2016;s__UMGS2016 sp900557185	82.99	0.56	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	65.36	11	0.9813799547388994	N/A
IndE_bin_016	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__UBA1820;s__UBA1820 sp002314265	GCA_002314265.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__UBA1820;s__UBA1820 sp002314265	98.76	0.86	GCA_002314265.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__UBA1820;s__UBA1820 sp002314265	98.76	0.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA1820;g__UBA1820;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003150615.1, s__UBA1820 sp003150615, 95.0, 76.95, 0.16	87.06	11	N/A	N/A
IndE_bin_017	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	GCF_000154105.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	98.97	0.9	GCF_000154105.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	98.97	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000156495.1, s__Parabacteroides johnsonii, 95.0, 90.95, 0.82; GCF_014287585.1, s__Parabacteroides sp014287585, 95.0, 89.88, 0.8; GCF_900155425.1, s__Parabacteroides massiliensis, 95.0, 88.23, 0.75; GCA_900760525.1, s__Parabacteroides sp900760525, 95.0, 87.47, 0.7; GCF_003363715.1, s__Parabacteroides acidifaciens, 95.0, 82.12, 0.66; GCA_900552465.1, s__Parabacteroides sp900552465, 95.0, 81.95, 0.61; GCF_003480915.1, s__Parabacteroides sp003480915, 95.0, 79.21, 0.38; GCF_003473295.1, s__Parabacteroides sp003473295, 95.0, 79.18, 0.36; GCF_000969825.1, s__Parabacteroides gordonii, 95.0, 79.15, 0.38; GCF_900128505.1, s__Parabacteroides timonensis, 95.0, 79.06, 0.37; GCA_900541965.1, s__Parabacteroides sp900541965, 95.0, 78.99, 0.31; GCA_014647375.1, s__Parabacteroides faecis, 95.0, 78.93, 0.37; GCA_900540715.1, s__Parabacteroides sp900540715, 95.0, 78.84, 0.36; GCF_000969835.1, s__Parabacteroides goldsteinii, 95.0, 78.82, 0.39; GCF_000012845.1, s__Parabacteroides distasonis, 95.0, 78.7, 0.24; GCF_900186615.1, s__Parabacteroides bouchesdurhonensis, 95.0, 78.62, 0.2; GCF_004793765.1, s__Parabacteroides distasonis_A, 95.0, 78.59, 0.24; GCF_011038785.1, s__Parabacteroides sp011038785, 95.0, 78.53, 0.2; GCF_900108035.1, s__Parabacteroides chinchillae, 95.0, 78.25, 0.19; GCA_004562445.1, s__Parabacteroides sp004562445, 95.0, 78.16, 0.15; GCA_900770835.1, s__Parabacteroides sp900770835, 95.0, 77.78, 0.09; GCA_900547435.1, s__Parabacteroides sp900547435, 95.0, 77.72, 0.1; GCA_000436495.1, s__Parabacteroides sp000436495, 95.0, 77.52, 0.14; GCA_900548175.1, s__Parabacteroides sp900548175, 95.0, 77.41, 0.12; GCA_900549585.1, s__Parabacteroides sp900549585, 95.0, 77.24, 0.1; GCA_900552415.1, s__Parabacteroides sp900552415, 95.0, 76.81, 0.12; GCF_002159645.1, s__Parabacteroides sp002159645, 95.0, 76.78, 0.08	75.02	11	N/A	N/A
IndE_bin_018	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp001916775	GCA_001916775.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp001916775	95.44	0.77	GCA_001916775.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp001916775	95.44	0.77	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-302;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548425.1, s__CAG-302 sp900548425, 95.0, 85.85, 0.66; GCA_900554615.1, s__CAG-302 sp900554615, 95.0, 85.68, 0.6; GCA_000431795.1, s__CAG-302 sp000431795, 95.0, 81.02, 0.51; GCA_900543825.1, s__CAG-302 sp900543825, 95.0, 80.94, 0.54; GCA_900549325.1, s__CAG-302 sp900549325, 95.0, 80.82, 0.48; GCA_002375205.1, s__CAG-302 sp002375205, 95.0, 79.26, 0.38	81.1	11	N/A	N/A
IndE_bin_019	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__Borkfalkiaceae;g__QALS01;s__	ANI	N/A	GCA_900540805.1, s__QALS01 sp003150575, 95.0, 79.41, 0.4; GCA_900552625.1, s__QALS01 sp900552625, 95.0, 79.37, 0.36; GCA_900555925.1, s__QALS01 sp900555925, 95.0, 78.33, 0.28; GCF_900769545.1, s__QALS01 sp900769545, 95.0, 75.99, 0.05	93.13	11	0.958366932289304	N/A
IndE_bin_020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	GCA_900547385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	97.58	0.87	GCA_900547385.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	97.58	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_004557855.1, s__Angelakisella sp004557855, 95.0, 85.63, 0.79; GCA_003453215.1, s__Angelakisella sp003453215, 95.0, 85.52, 0.7; GCA_900552845.1, s__Angelakisella sp900552845, 95.0, 83.94, 0.61; GCA_004554485.1, s__Angelakisella sp004554485, 95.0, 82.26, 0.62; GCF_900104675.1, s__Angelakisella massiliensis, 95.0, 77.15, 0.12; GCA_013316495.1, s__Angelakisella sp013316495, 95.0, 76.32, 0.08	69.07	11	N/A	N/A
IndE_bin_021	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__	N/A	N/A	N/A	N/A	N/A	GCA_002160535.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__Clostridium_Q saccharolyticum_A	91.18	0.83	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__	taxonomic classification defined by topology and ANI	N/A	GCA_000435655.1, s__Clostridium_Q sp000435655, 95.0, 80.23, 0.49; GCF_009911305.1, s__Clostridium_Q sp009911305, 95.0, 77.86, 0.15; GCA_900547735.1, s__Clostridium_Q sp900547735, 95.0, 77.77, 0.16; GCF_003024715.1, s__Clostridium_Q sp003024715, 95.0, 77.74, 0.13; GCF_900626075.1, s__Clostridium_Q transplantifaecale, 95.0, 77.62, 0.16; GCF_000466485.1, s__Clostridium_Q symbiosum, 95.0, 77.61, 0.15	91.24	11	0.9930820147685893	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
IndE_bin_022	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	GCF_006542665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	99.04	0.9	GCF_006542665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	99.04	0.9	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900550375.1, s__Alistipes sp900550375, 95.0, 87.6, 0.72; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 86.85, 0.76; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 81.75, 0.46; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.8, 0.45; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.73, 0.46; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 80.61, 0.44; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.59, 0.44; GCF_006542685.1, s__Alistipes dispar, 95.0, 80.43, 0.44; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 80.34, 0.46; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.32, 0.44; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 80.21, 0.52; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 80.13, 0.44; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.1, 0.44; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 80.04, 0.39; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.97, 0.42; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.96, 0.39; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 79.89, 0.53; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 79.77, 0.4; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 79.76, 0.35; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 79.73, 0.38; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 79.56, 0.44; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.56, 0.37; GCF_900604385.1, s__Alistipes megaguti, 95.0, 79.54, 0.4; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.01, 0.39; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.82, 0.28; GCF_902363575.1, s__Alistipes sp902363575, 95.0, 78.67, 0.33; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.55, 0.27; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.28, 0.26; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 78.16, 0.23; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.69, 0.3; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 77.46, 0.24; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.4, 0.18; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.36, 0.25; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.72, 0.14; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.62, 0.19; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.53, 0.15; GCA_900770635.1, s__Alistipes sp900770635, 95.0, 76.5, 0.07; GCA_900769445.1, s__Alistipes sp900769445, 95.0, 76.45, 0.05; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.18, 0.08; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 76.12, 0.07; GCA_900766655.1, s__Alistipes sp900766655, 95.0, 76.08, 0.05; GCA_900768045.1, s__Alistipes sp900768045, 95.0, 75.99, 0.05; GCA_900769525.1, s__Alistipes sp900769525, 95.0, 75.67, 0.05	80.05	11	N/A	N/A
