user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
IndI_bin_029	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512;s__UBA11512 sp003522145	GCA_003522145.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512;s__UBA11512 sp003522145	99.55	0.94	GCA_003522145.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA11512;s__UBA11512 sp003522145	99.55	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	97.1	11	N/A	N/A
IndI_bin_030	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	GCF_003473545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	99.34	0.95	GCF_003473545.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster sp000431375	99.34	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900541315.1, s__Enterocloster sp900541315, 95.0, 88.43, 0.68; GCA_900543885.1, s__Enterocloster sp900543885, 95.0, 86.9, 0.72; GCF_001517625.2, s__Enterocloster sp001517625, 95.0, 79.48, 0.3; GCF_900770345.1, s__Enterocloster sp900770345, 95.0, 78.91, 0.24; GCF_013282095.1, s__Enterocloster sp900538485, 95.0, 78.87, 0.28; GCF_000233455.1, s__Enterocloster citroniae, 95.0, 78.36, 0.22; GCF_002234575.2, s__Enterocloster bolteae, 95.0, 78.34, 0.18; GCA_900549235.1, s__Enterocloster sp900549235, 95.0, 78.28, 0.24; GCF_900753815.1, s__Enterocloster sp900753815, 95.0, 78.23, 0.21; GCF_000155435.1, s__Enterocloster sp000155435, 95.0, 78.19, 0.2; GCF_000424325.1, s__Enterocloster clostridioformis_A, 95.0, 78.17, 0.18; GCF_003434055.1, s__Enterocloster aldenensis, 95.0, 78.15, 0.19; GCF_900759225.1, s__Enterocloster sp900759225, 95.0, 78.14, 0.29; GCF_900113155.1, s__Enterocloster clostridioformis, 95.0, 78.12, 0.18; GCF_005845215.1, s__Enterocloster sp005845215, 95.0, 78.09, 0.18; GCA_001304855.1, s__Enterocloster sp001304855, 95.0, 77.97, 0.14; GCF_009696375.1, s__Enterocloster sp900540675, 95.0, 77.79, 0.12; GCF_000158075.1, s__Enterocloster asparagiformis, 95.0, 77.61, 0.14; GCF_902364025.1, s__Enterocloster lavalensis, 95.0, 77.5, 0.15; GCA_900547035.1, s__Enterocloster sp900547035, 95.0, 77.41, 0.11; GCA_900555045.1, s__Enterocloster sp900555045, 95.0, 77.29, 0.12; GCA_900551225.1, s__Enterocloster sp900551225, 95.0, 77.13, 0.14; GCA_900555905.1, s__Enterocloster sp900555905, 95.0, 76.42, 0.07	89.64	11	N/A	N/A
IndI_bin_031	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	GCF_000153885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G ventriosum	98.79	0.92	GCA_900552275.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G sp900552275	98.75	0.65	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__	ANI	topological placement and ANI have incongruent species assignments	GCF_900764695.1, s__Eubacterium_G sp900764695, 95.0, 93.26, 0.5; GCF_003460505.1, s__Eubacterium_G sp000435815, 95.0, 80.43, 0.42; GCF_003479125.1, s__Eubacterium_G sp000434315, 95.0, 80.31, 0.33; GCA_900548465.1, s__Eubacterium_G sp900548465, 95.0, 80.26, 0.37; GCF_003479405.1, s__Eubacterium_G sp000432355, 95.0, 80.03, 0.35; GCA_900550135.1, s__Eubacterium_G sp900550135, 95.0, 79.66, 0.39; GCA_900556905.1, s__Eubacterium_G sp900556905, 95.0, 79.66, 0.28; GCA_902766735.1, s__Eubacterium_G sp902766735, 95.0, 77.94, 0.18; GCA_902774125.1, s__Eubacterium_G sp902774125, 95.0, 77.65, 0.13; GCA_002369135.1, s__Eubacterium_G sp002369135, 95.0, 77.5, 0.15; GCA_902783775.1, s__Eubacterium_G sp902783775, 95.0, 77.46, 0.18; GCA_902793045.1, s__Eubacterium_G sp902793045, 95.0, 77.22, 0.14	92.97	11	N/A	N/A
IndI_bin_032	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	GCF_000173975.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.86	0.89	GCF_000173975.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.86	0.89	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900554965.1, s__Anaerobutyricum sp900554965, 95.0, 98.82, 0.72; GCF_900209925.1, s__Anaerobutyricum soehngenii, 95.0, 86.24, 0.75; GCF_900016875.1, s__Anaerobutyricum sp900016875, 95.0, 78.45, 0.16; GCF_002161065.1, s__Anaerobutyricum sp002161065, 95.0, 78.29, 0.15; GCA_002494165.1, s__Anaerobutyricum sp002494165, 95.0, 77.85, 0.04; GCA_902783205.1, s__Anaerobutyricum sp902783205, 95.0, 77.45, 0.05; GCF_900754855.1, s__Anaerobutyricum sp900754855, 95.0, 76.78, 0.15; GCA_902796045.1, s__Anaerobutyricum sp902796045, 95.0, 76.76, 0.04; GCA_902796415.1, s__Anaerobutyricum sp902796415, 95.0, 76.76, 0.07; GCA_902782815.1, s__Anaerobutyricum sp902782815, 95.0, 76.73, 0.03; GCA_902782625.1, s__Anaerobutyricum sp902782625, 95.0, 76.64, 0.06; GCA_902767195.1, s__Anaerobutyricum sp902767195, 95.0, 76.23, 0.04; GCA_902795715.1, s__Anaerobutyricum sp902795715, 95.0, 75.76, 0.04	78.22	11	N/A	N/A
IndI_bin_033	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	GCF_013302415.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	97.96	0.85	GCF_013302415.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	97.96	0.85	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003460605.1, s__Blautia_A sp900066145, 95.0, 84.04, 0.7; GCF_900763175.1, s__Blautia_A sp900763175, 95.0, 83.02, 0.52; GCF_900764225.1, s__Blautia_A sp900764225, 95.0, 81.02, 0.23; GCF_013300825.1, s__Blautia_A wexlerae_B, 95.0, 80.13, 0.29; GCF_003461245.1, s__Blautia_A sp000436615, 95.0, 80.13, 0.28; GCF_003480185.1, s__Blautia_A sp003480185, 95.0, 80.11, 0.32; GCF_000484655.1, s__Blautia_A wexlerae, 95.0, 79.98, 0.29; GCA_008661915.1, s__Blautia_A wexlerae_A, 95.0, 79.97, 0.24; GCA_000285855.2, s__Blautia_A sp000285855, 95.0, 79.78, 0.3; GCF_003471165.1, s__Blautia_A sp003471165, 95.0, 79.72, 0.31; GCF_009707925.1, s__Blautia_A luti, 95.0, 79.64, 0.31; GCA_900549015.1, s__Blautia_A sp900549015, 95.0, 79.63, 0.21; GCF_003474435.1, s__Blautia_A sp003474435, 95.0, 79.61, 0.3; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 79.59, 0.26; GCA_900316115.1, s__Blautia_A sp900316115, 95.0, 79.38, 0.29; GCF_003477525.1, s__Blautia_A sp003477525, 95.0, 79.36, 0.3; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 79.32, 0.24; GCF_000153905.1, s__Blautia_A obeum, 95.0, 79.25, 0.26; GCA_000210015.1, s__Blautia_A obeum_B, 95.0, 79.22, 0.23; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 79.22, 0.29; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 79.22, 0.27; GCF_013304825.1, s__Blautia_A schinkii, 95.0, 79.15, 0.31; GCF_001487165.1, s__Blautia_A massiliensis, 95.0, 79.12, 0.28; GCF_013304385.1, s__Blautia_A sp900066505, 95.0, 79.08, 0.31; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 79.07, 0.24; GCF_900751995.1, s__Blautia_A sp900751995, 95.0, 79.01, 0.19; GCF_900756405.1, s__Blautia_A sp900756405, 95.0, 78.72, 0.21; GCA_900540785.1, s__Blautia_A sp900540785, 95.0, 78.67, 0.2; GCF_013302405.1, s__Blautia_A caecimuris, 95.0, 78.6, 0.23; GCA_900553515.1, s__Blautia_A sp900553515, 95.0, 78.53, 0.19; GCA_900551715.1, s__Blautia_A sp900551715, 95.0, 78.52, 0.2; GCA_900541985.1, s__Blautia_A sp900541985, 95.0, 78.5, 0.2; GCA_900551465.1, s__Blautia_A sp900551465, 95.0, 78.38, 0.16; GCA_900541345.1, s__Blautia_A sp900541345, 95.0, 78.37, 0.19; GCA_000702025.1, s__Blautia_A schinkii_A, 95.0, 78.25, 0.22; GCA_900551075.1, s__Blautia_A sp900551075, 95.0, 78.15, 0.18; GCA_900547615.1, s__Blautia_A sp900547615, 95.0, 78.14, 0.18; GCF_002159835.1, s__Blautia_A sp002159835, 95.0, 77.16, 0.12; GCF_000157975.1, s__Blautia_A hydrogenotrophica, 95.0, 77.06, 0.09; GCA_902803215.1, s__Blautia_A sp902803215, 95.0, 76.9, 0.05; GCA_900542045.1, s__Blautia_A sp900542045, 95.0, 76.89, 0.1; GCA_902782975.1, s__Blautia_A sp902782975, 95.0, 76.54, 0.04; GCA_902783305.1, s__Blautia_A sp902783305, 95.0, 75.74, 0.04	65.59	11	N/A	Genome has more than 15.0% of markers with multiple hits
IndI_bin_034	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	GCF_003460745.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	97.64	0.84	GCF_003460745.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__CAG-41 sp900066215	97.64	0.84	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Monoglobales_A;f__UBA1381;g__CAG-41;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_010206265.1, s__CAG-41 sp010206265, 95.0, 78.47, 0.31; GCA_001941225.1, s__CAG-41 sp001941225, 95.0, 78.21, 0.34	92.24	11	N/A	N/A
IndI_bin_035	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885	GCF_003477885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885	99.37	0.95	GCF_003477885.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__AF33-28;s__AF33-28 sp003477885	99.37	0.95	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	64.56	11	N/A	N/A
IndI_bin_036	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	GCF_006542665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	98.93	0.97	GCF_006542665.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	98.93	0.97	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900550375.1, s__Alistipes sp900550375, 95.0, 87.4, 0.68; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 86.96, 0.66; GCF_902362705.1, s__Alistipes sp002358415, 95.0, 80.36, 0.42; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 80.26, 0.42; GCF_006542685.1, s__Alistipes dispar, 95.0, 80.23, 0.47; GCA_009774895.1, s__Alistipes sp009774895, 95.0, 80.18, 0.43; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.17, 0.49; GCF_900083545.1, s__Alistipes provencensis, 95.0, 80.04, 0.48; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.02, 0.46; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 79.84, 0.46; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 79.74, 0.43; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 79.65, 0.34; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.65, 0.44; GCF_900604385.1, s__Alistipes megaguti, 95.0, 79.63, 0.43; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 79.62, 0.41; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.61, 0.43; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 79.55, 0.41; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 79.51, 0.41; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 79.49, 0.39; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.42, 0.47; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.36, 0.47; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.27, 0.41; GCA_902388705.1, s__Alistipes sp902388705, 95.0, 79.14, 0.39; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.79, 0.35; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.56, 0.3; GCF_902363575.1, s__Alistipes sp902363575, 95.0, 78.38, 0.37; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.24, 0.24; GCA_900760675.1, s__Alistipes sp900760675, 95.0, 78.21, 0.28; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.92, 0.27; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.88, 0.17; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.37, 0.24; GCA_900761235.1, s__Alistipes sp900761235, 95.0, 77.3, 0.21; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.28, 0.22; GCA_900769445.1, s__Alistipes sp900769445, 95.0, 76.67, 0.04; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.65, 0.12; GCA_900769405.1, s__Alistipes sp900769405, 95.0, 76.64, 0.16; GCA_900770635.1, s__Alistipes sp900770635, 95.0, 76.51, 0.06; GCA_900769745.1, s__Alistipes sp900769745, 95.0, 76.37, 0.06; GCA_900768045.1, s__Alistipes sp900768045, 95.0, 76.21, 0.04; GCA_900770585.1, s__Alistipes sp900770585, 95.0, 76.19, 0.12; GCA_900769525.1, s__Alistipes sp900769525, 95.0, 75.95, 0.04; GCA_900768015.1, s__Alistipes sp900768015, 95.0, 75.89, 0.07; GCA_900766655.1, s__Alistipes sp900766655, 95.0, 75.76, 0.04	77.33	11	N/A	N/A
IndI_bin_037	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__UBA10677 sp900543755	GCA_900543755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__UBA10677 sp900543755	98.72	0.78	GCA_900543755.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__UBA10677 sp900543755	98.72	0.78	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-552;g__UBA10677;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900760475.1, s__UBA10677 sp900760475, 95.0, 78.09, 0.35; GCA_900553005.1, s__UBA10677 sp900553005, 95.0, 78.05, 0.28; GCF_900762945.1, s__UBA10677 sp900762945, 95.0, 77.7, 0.16; GCF_900767465.1, s__UBA10677 sp900767465, 95.0, 77.64, 0.14; GCA_003533505.1, s__UBA10677 sp003533505, 95.0, 77.46, 0.17	85.31	11	N/A	N/A
IndI_bin_038	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp000433735	GCA_000433735.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp000433735	99.59	0.87	GCA_000433735.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp000433735	99.59	0.87	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003477605.1, s__Eubacterium_F sp003491505, 95.0, 79.86, 0.23; GCA_900539115.1, s__Eubacterium_F sp900539115, 95.0, 78.16, 0.15; GCA_000434115.1, s__Eubacterium_F sp000434115, 95.0, 78.08, 0.13; GCA_002431395.1, s__Eubacterium_F sp002431395, 95.0, 77.95, 0.14; GCA_002362575.1, s__Eubacterium_F sp002362575, 95.0, 77.59, 0.12; GCA_900319095.1, s__Eubacterium_F sp900319095, 95.0, 77.57, 0.13; GCF_000518685.1, s__Eubacterium_F xylanophilum, 95.0, 77.54, 0.08; GCA_002435545.1, s__Eubacterium_F sp002435545, 95.0, 77.29, 0.12; GCA_002490465.1, s__Eubacterium_F sp002490465, 95.0, 77.24, 0.1; GCA_900318295.1, s__Eubacterium_F sp900318295, 95.0, 76.7, 0.04; GCA_003453515.1, s__Eubacterium_F sp003453515, 95.0, 76.42, 0.02; GCF_000687695.1, s__Eubacterium_F sp000687695, 95.0, 75.96, 0.05	83.14	11	N/A	N/A
IndI_bin_039	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	GCF_000020225.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	97.41	0.9	GCF_000020225.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia muciniphila	97.41	0.9	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900184965.1, s__Akkermansia muciniphila_A, 95.0, 94.48, 0.84; GCF_002885095.1, s__Akkermansia muciniphila_B, 95.0, 87.36, 0.81; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 85.98, 0.8; GCF_004167605.1, s__Akkermansia sp004167605, 95.0, 82.51, 0.73; GCF_001580195.1, s__Akkermansia sp001580195, 95.0, 82.44, 0.72; GCA_900545155.1, s__Akkermansia sp900545155, 95.0, 77.98, 0.13; GCF_001683795.1, s__Akkermansia glycaniphila, 95.0, 77.48, 0.11; GCA_004557455.1, s__Akkermansia muciniphila_D, 95.0, 76.69, 0.05; GCA_900548895.1, s__Akkermansia sp900548895, 95.0, 76.69, 0.06; GCA_002471255.1, s__Akkermansia sp002471255, 95.0, 76.63, 0.05; GCA_900766865.1, s__Akkermansia sp900766865, 95.0, 76.24, 0.05; GCA_002358905.1, s__Akkermansia sp002358905, 95.0, 75.81, 0.04	92.69	11	N/A	N/A
IndI_bin_040	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	N/A	N/A	N/A	N/A	N/A	GCA_001916035.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916035	97.49	0.53	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900754285.1, s__CAG-269 sp900754285, 95.0, 84.75, 0.43; GCF_900760175.1, s__CAG-269 sp900760175, 95.0, 80.85, 0.23; GCA_001916005.1, s__CAG-269 sp001916005, 95.0, 80.59, 0.34; GCA_000431335.1, s__CAG-269 sp000431335, 95.0, 79.27, 0.26; GCA_900552555.1, s__CAG-269 sp900552555, 95.0, 79.12, 0.34; GCA_003525075.1, s__CAG-269 sp003525075, 95.0, 79.12, 0.26; GCA_900556695.1, s__CAG-269 sp900556695, 95.0, 79.07, 0.21; GCA_001916065.1, s__CAG-269 sp001916065, 95.0, 79.01, 0.28; GCA_900551615.1, s__CAG-269 sp900551615, 95.0, 78.72, 0.28; GCF_900753165.1, s__CAG-269 sp900753165, 95.0, 78.69, 0.28; GCA_001916055.1, s__CAG-269 sp001916055, 95.0, 78.61, 0.21; GCA_900555615.1, s__CAG-269 sp900555615, 95.0, 78.54, 0.21; GCA_900553985.1, s__CAG-269 sp900553985, 95.0, 78.53, 0.27; GCA_000435535.1, s__CAG-269 sp000435535, 95.0, 78.49, 0.28; GCA_900554565.1, s__CAG-269 sp900554565, 95.0, 78.35, 0.27; GCA_000438255.1, s__CAG-269 sp000438255, 95.0, 78.35, 0.27; GCA_900553125.1, s__CAG-269 sp900553125, 95.0, 78.32, 0.23; GCA_900557115.1, s__CAG-269 sp900557115, 95.0, 78.27, 0.22; GCA_900554365.1, s__CAG-269 sp900554365, 95.0, 78.19, 0.23; GCF_900762425.1, s__CAG-269 sp900762425, 95.0, 78.16, 0.28; GCA_900554175.1, s__CAG-269 sp900554175, 95.0, 78.11, 0.2; GCA_902760765.1, s__CAG-269 sp902760765, 95.0, 78.09, 0.17; GCA_001915995.1, s__CAG-269 sp001915995, 95.0, 77.99, 0.25; GCA_900556945.1, s__CAG-269 sp900556945, 95.0, 77.96, 0.18; GCA_000437215.1, s__CAG-269 sp000437215, 95.0, 77.75, 0.26; GCA_900556345.1, s__CAG-269 sp900556345, 95.0, 77.65, 0.16; GCA_002372935.1, s__CAG-269 sp002372935, 95.0, 77.21, 0.17; GCA_902787685.1, s__CAG-269 sp902787685, 95.0, 76.83, 0.15; GCA_900556865.1, s__CAG-269 sp900556865, 95.0, 76.38, 0.15; GCA_003518755.1, s__CAG-269 sp003518755, 95.0, 76.14, 0.15	60.35	11	0.9991594315304225	N/A
==> /Users/steven/Downloads/GTDB-Tk_on_IndI_2_of_3.tabular <==
user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
IndI_bin_041	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	GCA_000435175.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	98.63	0.97	GCA_000435175.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp000435175	98.63	0.97	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900761475.1, s__CAG-245 sp900761475, 95.0, 93.51, 0.69; GCA_900552135.1, s__CAG-245 sp900552135, 95.0, 83.28, 0.55; GCF_900758165.1, s__CAG-245 sp900758165, 95.0, 79.77, 0.41; GCA_000434195.1, s__CAG-245 sp000434195, 95.0, 79.13, 0.46	88.76	11	N/A	N/A
IndI_bin_042	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	GCF_003024685.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	97.79	0.74	GCF_003024685.1	95.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus;s__Faecalibacillus intestinalis	97.79	0.74	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Faecalibacillus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900544435.1, s__Faecalibacillus sp900544435, 95.0, 92.08, 0.75; GCF_003024675.1, s__Faecalibacillus faecis, 95.0, 89.22, 0.71; GCF_003480255.1, s__Faecalibacillus sp003480255, 95.0, 80.92, 0.5	92.04	11	N/A	N/A
IndI_bin_043	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__HGM12713 sp900754175	GCF_900754175.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__HGM12713 sp900754175	98.87	0.94	GCF_900754175.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__HGM12713 sp900754175	98.87	0.94	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__HGM12713;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_900770605.1, s__HGM12713 sp900770605, 95.0, 76.78, 0.11	97.1	11	N/A	N/A
